,id,userId,score,attempt,createdAt
54,085aca23-478a-4b98-ba21-e74685918a90,ab8ab7e0-1c48-445e-a1ff-01677523e987,59,3,1994-03-27 14:31:30
55,9f32478f-661a-4e48-8d88-ceff1d8fb8c2,4d168da6-e461-4818-978c-e93aeb2022b9,80,4,2016-11-18 14:30:56
56,39684132-ab7e-4994-b6a7-8ea93865d250,dc913ed9-d428-4848-a17b-d886232d4c6d,11,2,2011-02-07 23:57:25
57,46eba399-8826-41bd-a177-4a9085238d1f,db6c98bd-a960-45d0-a667-5ab654bf0b4a,32,3,2002-07-02 07:10:51
58,44401f79-8f08-4ca6-b3f3-e5ba512dd794,e9722621-d878-4070-95fe-27612567cff8,63,1,1970-03-28 18:24:10
59,20bb3106-949d-467f-8e80-ee58ffc738ce,4d834898-041f-4ec3-b796-0b853a7f53fb,49,4,2000-02-03 04:58:05
60,c6cde531-222a-465f-8658-38d652df14b5,87a90293-82d3-4978-9d19-f0a58054fbbb,98,2,2018-10-12 19:52:54
61,a61de925-095c-45ea-935e-77a4c543c0f5,9731e68d-6bd1-4064-a197-5a2d687a667e,77,2,2013-09-21 00:55:18
62,3cd91cd8-5922-4963-aca9-359389cfffde,fe2b0653-6cef-4e40-90cf-1ba5b091a62d,67,5,1977-06-08 18:34:10
63,447f1263-70c2-4f71-add1-8bbd198f7b62,a7cd6db9-4d84-4aec-b57e-5b045916d792,17,2,1989-07-28 09:48:45
64,f902d011-8332-4bdd-8ea4-e228801441f2,befe5505-d8fe-4cc1-a84b-bfbda727fc23,61,5,1986-10-08 06:53:46
65,6d5ce29b-f8ca-4053-ae8e-db3c80e7ac14,9bcc4956-3de8-45b2-81a2-70dd7173d55f,27,1,2002-02-19 05:23:31
66,f11526b3-dcc3-4d06-87a8-3afcefebaadc,55fef6a4-f994-4022-a982-a70c7350d978,71,2,2022-06-03 08:52:22
67,1ffcc3a8-14b6-4ccb-bd68-e59d8a45e5a7,a25b9b7f-0e3a-40c5-9bc7-2b0b01ec30fc,16,4,1993-10-30 18:08:16
68,409d3895-269f-41b0-88fd-369a79f0268c,fce46063-1588-485a-83f2-4cac6ac5abe7,18,2,2000-09-05 05:08:04
69,c96ac2b3-45d3-45cd-a7cf-820bc7cdf45d,b0c3477f-b29a-4158-b0eb-b29644677bcd,6,1,1980-10-06 20:37:31
70,71730557-62ae-443b-bae1-ace6d421cda4,b7bae347-1d4b-47df-b8ac-93d7f9b2b75e,10,5,1984-04-08 17:51:11
71,00e885d8-37fa-474e-86f1-0a4e51fdc432,9d2a91cd-b48d-4b15-8fb0-e9bb46d408dc,16,5,1978-03-07 01:52:26
72,4566aba0-0a49-4b42-a4e4-872251f4c8b4,4d834898-041f-4ec3-b796-0b853a7f53fb,35,1,1985-04-24 06:51:52
73,cd9ac35d-f69f-4f01-a83e-dadd2218b7d3,1139cf5e-1e0d-459d-9c76-99f71153d1c2,8,5,1990-01-26 02:34:50
74,6a1a4501-6a31-4345-9121-a61b52cd4add,39ed15b7-e4a0-45c1-bdfb-33115664ac17,41,2,2017-11-02 11:28:34
75,11f3bffa-6b4e-4f7c-85f8-30b1a2c6a54c,10f39c25-2ae3-4c1f-838f-465ddf97585e,4,3,2024-07-30 20:42:54
76,8fc12203-ff36-4520-b5aa-33de2f67dc89,f68e1a24-ab50-494a-9ff7-0364caa4ace7,47,1,2019-11-09 03:53:50
77,5b9ecad2-47f0-49c4-814d-7bb4abdc01b4,6a688760-3bd3-413a-9fd1-2539a0359dd5,7,3,1992-06-21 14:57:23
78,f3670212-6dca-4f51-ba48-f5b34a4e5d17,f68e1a24-ab50-494a-9ff7-0364caa4ace7,33,2,1978-09-29 13:44:55
79,ad95f935-7608-4fd4-991a-1e71ee051b97,9daeed6a-8cee-4f7c-b562-731aa6c7f5d8,29,4,1989-12-10 00:24:04
80,a29a2ab3-0814-4c4b-919e-b4c5375527b9,e6122812-6762-4d98-bc5b-6992f35d0d77,99,1,1981-05-10 02:07:25
81,e64e1ab8-4b7e-44a9-ba13-ec0101d692d5,fcdfa651-8d29-4c72-98b9-8def4daa05b4,60,3,1978-11-14 05:17:36
82,c064a599-2b24-403a-843d-6da40e70a5c4,5d9067a6-8ba3-4c73-aa0e-d2938239a1cb,76,3,1990-09-13 04:25:44
83,74d4a42a-9d71-40f0-a9e7-4a660178fd21,a5c362e0-9475-4308-9ecc-1f0e738fcaa4,72,3,2016-04-25 16:29:33
84,24b09093-6756-4c19-91ef-9c6f4eac822c,a5c362e0-9475-4308-9ecc-1f0e738fcaa4,21,2,1987-08-05 18:27:06
85,582a5de9-09c4-4657-90dc-6d92d050866c,5c5f16bc-15d3-4393-b92d-9abda07fa76c,34,1,1978-02-19 01:38:13
86,43397363-8c7a-4bae-a49c-9d1b254c4ca0,d9f3f34f-3dbe-4e75-bc5a-1383dfdc5a02,93,1,1982-04-08 21:28:29
87,0480c36b-32b7-44a4-92b1-4f65694b9ff3,3af61b72-2de9-4b92-9361-0def5e0fccd3,85,2,2016-05-07 17:12:55
88,e754330a-51e7-4450-af3a-738de411182b,43f4c8ba-32b7-419e-ad4d-4e62732a88f4,39,4,1977-08-26 15:06:04
89,25395d7a-8193-4813-8d4d-72e126e8ee67,9d79e495-8f39-48b1-adac-315cea829609,85,5,2005-02-07 08:36:44
90,9a8ac244-a74f-4072-a274-41a9e14dd48d,6483cd9b-d1b7-411d-8e0d-4273e5d15c99,72,3,2012-02-01 09:04:02
91,e46c26d9-6b4c-4035-98d2-017eb6e2373e,70ba352f-d42f-4bac-b82f-3ac34ffe08d1,82,2,1979-04-09 02:31:46
92,2517e395-b88d-4879-82f7-a94d0f5b4e75,ee97d1cf-ea7e-4a89-b414-725c9f8b1198,46,3,2021-12-11 21:12:17
93,84ccbd42-fc21-4ec6-ad94-1991d7a4011f,94bb9534-d1fa-4fa8-ae60-e7d490412169,30,4,1981-11-26 09:33:39
94,3039c6ca-dab8-4ea5-81a6-a2050cb16e7a,a9b498ff-4018-4a18-ac1a-3be17e034b5a,75,3,2008-07-01 04:12:54
95,2fee914a-2a82-4369-a69d-10488296435d,6483cd9b-d1b7-411d-8e0d-4273e5d15c99,21,2,1987-07-05 14:05:05
96,35c368bf-5a9d-49aa-805f-8f2fa1d59395,be14aaad-1f1b-4019-81a7-9e8537d16022,37,2,2001-11-06 13:30:36
97,90edc3d2-8ebf-47bb-ad65-b2c9bb3b1435,3e5f43d3-843a-49e6-af5a-9184b9aebe14,25,4,2019-08-19 10:58:37
98,ddfe1437-a895-4917-81ca-09bb8d55721d,ad074ff4-e34f-4a43-84da-4ca79bf156ee,76,4,1970-07-07 05:16:55
99,846c7435-6036-4452-a819-ffe5498bf88e,b4b38ceb-1f2f-424d-86c6-2b8e31c0c9bd,48,1,1993-07-31 22:25:23
100,d21dd300-9af1-48b2-962b-843d4026109f,b03b1977-7445-4313-8af2-f5f5ded1b442,39,4,1975-07-26 13:16:27
101,f055ee45-d900-4385-b02e-dfa39ff24faa,f2656b17-bb1c-43a4-933c-06951ba2c964,63,3,2002-06-22 19:53:56
102,e9be9e39-6462-4d6a-a415-4ecd37a0c9d9,a0bb1761-db34-4c34-806c-f4ac4eaade11,31,5,1985-11-23 03:51:43
103,e3c32e6c-d555-417e-8090-9c125dc3a32f,084d87da-0531-448f-9a09-2dbb0582479d,39,1,1990-11-20 08:11:56
104,92573a63-9b21-4454-aa8d-c255a7dd81ee,5e925dc8-c6ea-4c39-a30a-d9ee5a71822a,86,3,1981-02-04 17:40:24
105,cf33e047-401a-4619-bcd4-a19fac5b59b4,ff810218-0960-426b-b268-0c1eddb20723,47,3,1973-09-10 09:42:53
106,6369288a-b5d2-4866-904a-35fbaf129e0c,69211bcb-be9b-4ec4-8db9-149a74eeba48,17,2,1986-08-01 14:27:24
107,0686c70f-ac1d-4b4c-a7ae-3137687d66d9,3e5f43d3-843a-49e6-af5a-9184b9aebe14,91,5,1995-05-09 21:33:54
108,d3a4f46f-58e7-4365-89a6-20bcdf6481b2,59dfbeca-0f97-4427-bd8a-622b9f7c74ad,75,3,2005-06-04 16:39:08
109,c0bf23a4-8fa3-4867-a5e2-72d1fbd1f944,fd9c4e44-7e81-444f-b543-1b8a91741ffe,63,5,1972-11-09 17:22:29
110,3a8474f7-8192-4d91-850c-1531065ee9e4,69809cf9-a2d6-415a-9a8a-e11562fd16f2,80,3,2004-12-05 01:06:14
111,08a34ab9-9d57-417a-ae43-41a78230856d,5536bdcd-3fee-42eb-9adb-27c95f698508,97,3,1998-03-24 04:41:06
112,3adc629f-a210-48f6-baea-5f384f8af734,b7bae347-1d4b-47df-b8ac-93d7f9b2b75e,36,5,2007-03-05 18:22:07
113,76e1844e-195c-458c-81dc-2bf1e3bf3d33,3e752c4b-14f3-4fc4-ad05-379b5058e7db,79,4,2000-03-13 20:26:23
114,dc599206-5dbd-44f9-8c71-536c0539c3d1,2aab5f17-34ec-4ff5-99ca-b3b253e2f21f,77,1,1986-06-11 07:30:46
115,1c915c55-4681-4093-91da-e9da68066332,59be44aa-3582-4145-92cd-c858be9b1a5d,10,1,2012-07-20 22:13:11
116,f0f63e8b-f6bc-4b41-95ee-3a2107fda091,0f6b110e-bcdf-49cb-9d71-228877b7b4a7,57,1,2020-05-05 01:05:34
117,1529bc79-1aab-4024-a53b-c16474a71399,befe5505-d8fe-4cc1-a84b-bfbda727fc23,7,3,2018-03-02 02:43:27
118,fe5d9091-d187-4fd9-93e5-0bb5fb5de7cb,78302055-43d6-4d9d-a458-2f58cae5144c,2,1,1979-03-09 10:55:38
119,9316fc26-20b2-4cd8-827c-67c33fb5fde6,e9d9aea6-8b2e-4f5a-8b70-289ca86b4e91,50,1,2016-03-02 07:56:53
120,bb7403dd-4c88-442d-9df9-852e459e291a,fd9c4e44-7e81-444f-b543-1b8a91741ffe,78,3,2008-03-22 00:17:26
121,3a57a5b3-fa3e-4fba-94e3-9a93c6c782b0,c8b8dfae-76ac-4beb-a479-6820c1ef8e57,63,3,1978-08-05 08:35:29
122,4f8a5c42-33da-43f3-85ac-722b40a7d0ec,1b8f9deb-f8a6-4bb3-9431-ae72c218cd7f,26,3,1997-09-28 03:40:10
123,1a8bb2a2-e263-4417-815c-72ea3dfaede0,6a688760-3bd3-413a-9fd1-2539a0359dd5,27,1,1971-05-30 18:44:44
124,f8ad0490-7a1a-4f06-ab4c-b5739a94f606,f2e7756f-ae30-4639-95b4-5955f421dac7,17,2,2004-11-13 21:14:05
125,3e23f081-62b1-4329-ada7-780e897c5c09,10309e4a-4abb-4f07-8181-1c9f394b2f2f,42,3,1988-08-28 16:25:59
126,0c1fd6f6-1373-4b68-b3b9-60ee15197ac3,a5839925-6c62-445b-a33e-1567086ea4d3,39,5,2012-10-06 00:21:23
127,a6084773-98fb-4caf-acd4-82b86ac4a1ed,adb023d0-d568-4d6a-a4f4-b1f390d6241d,2,1,1977-06-24 13:18:28
128,ee4cf7c6-c61a-42ff-b21c-b908e5fa471f,dd837b82-b00b-499f-ba07-11309b452125,9,3,1993-12-19 03:03:25
129,9e97bcba-76e9-4495-b770-1a3cbb14009c,5c16cfbb-2791-4787-99b0-fca05b785fa0,87,2,2016-02-28 11:59:36
130,fbd7f0db-35c1-46ac-a94d-89b4c5a9c067,6885b4c7-93c8-428e-b8c6-cff7e63d0b16,4,4,2011-09-26 08:54:09
131,a5fa661b-be52-439b-ac08-4a46f082e444,2aa0912e-e1c3-418c-8368-f53393249b6a,99,3,2015-04-13 21:12:57
132,ad443828-1ddd-4297-b522-6b4328ad7a31,97f982fd-ce30-47f8-b396-405391ba3e12,36,2,2002-09-10 00:35:26
133,662ace40-40ad-4f0c-b4b8-fd7fe36b2ef5,ddd0db03-a579-41fb-a5ba-4e8c80321008,87,5,2003-11-28 18:24:22
134,cfc9cb07-a1d9-44c3-bd92-fd8e63a199c5,bf959bd5-62e4-4847-8f68-b9069862803a,2,3,1981-09-02 00:54:36
135,fb631cdb-296b-4055-b689-df6d539925aa,7572ffb8-c5f4-4fb8-86b8-659097758feb,12,4,2021-01-20 02:23:28
136,76353947-e94a-45c5-8ef7-a28f75fbfaa5,8160e718-5cf3-4f45-830d-c480c08a340f,36,4,2004-03-30 15:29:55
137,a32e1b2f-b3f2-4589-bc94-693be7ebb750,3b30b508-fa43-414a-89fd-708f5a1f6793,82,5,1977-03-08 13:24:46
138,48bfe3d7-476b-41c0-9a39-0aefa9d678f3,360fc98c-8d9a-43e6-8c31-9fccaf55a51f,46,1,2002-12-02 19:01:06
139,fcdd6c9b-93ff-4fc4-87dc-cb1c80df87f3,b1573451-a10a-4510-851c-fbb43f527b42,74,4,1995-11-28 13:15:58
140,1b1cb856-d15f-4992-8ac5-0fbec96fd3d7,255cd756-10b7-4f8c-9e62-09007264b4d4,35,4,1990-07-21 03:13:57
141,c3650828-49fa-41a5-ad13-d0ed1623bc5d,c7b7f33b-1e57-46fd-a362-15f132f9966a,58,3,1971-08-22 12:07:33
142,cab44bde-7a84-4b34-b5be-7dc8d456152d,1d5ceb7e-fba4-42c6-a5c1-dfff31fe1df7,98,1,2005-08-20 06:50:09
143,e49ed65b-f6a4-4b4a-8d39-307422a66f6b,8594cdc8-bc28-4263-92b6-ec5be8de2821,49,5,2008-08-09 23:23:34
144,12537f4e-7ef9-4c8f-a653-4acd551965c2,23e8c90e-5bc5-4a1a-b5f3-cba9bf57c141,8,1,2012-12-22 06:02:17
145,933ce160-5e96-4757-af4e-865b9b95d4c3,c629d01a-5135-4990-8cc7-1f340c40f746,88,1,1970-04-19 12:32:47
146,03cc509d-371f-4a3d-8159-22ccc5071c4a,d14b1a08-4e77-471a-bd34-cc242fcba195,25,5,2016-04-27 08:20:35
147,4beef893-9bf7-4eb0-9d71-69c3cd9c300d,7572ffb8-c5f4-4fb8-86b8-659097758feb,1,2,2012-12-25 16:18:37
148,af44c96a-9c91-4d73-b79b-b9212aa15da7,52aab249-c6cd-4201-8dc6-2fbaafb7a569,24,5,1984-02-12 03:51:54
149,5d561bd4-7dc6-40a7-9df5-7d73754fef94,06186c3f-3185-4cf3-9619-6d0726c095f3,62,1,1981-01-11 10:49:40
150,4419c77b-d6c9-48c6-8a66-ca35e16d3a20,22ed43df-05c5-4d8d-97cc-25f3c6ab234c,49,2,1997-06-20 05:33:31
151,df5fc932-1992-416c-bef7-a43461a52769,c58b4345-6953-444c-aea2-bbf47754eaf2,64,1,1987-02-10 23:31:35
152,b599e24f-0c4c-4b8e-b89e-6b51eb1f8ffd,1139cf5e-1e0d-459d-9c76-99f71153d1c2,46,5,2017-06-12 07:58:12
153,04ca8e32-b500-411e-b977-a05cf254f6ee,60377a03-257d-4ce6-84d9-73ee56754419,36,3,1970-04-20 12:33:34
154,ab28a554-8170-4c5f-9102-edac4a51cce9,6eb5a2af-cbc1-4bc6-9fd9-4d95ee57e428,44,2,2005-12-22 11:59:12
155,d7bb551b-aaa0-40e3-978f-2ba49cf22b94,13e8f542-a331-4cbd-931e-bc6a22f41203,77,5,2008-12-07 12:39:20
156,34b17c82-79e3-4198-9cf4-3a9de59c94d1,b03b1977-7445-4313-8af2-f5f5ded1b442,34,5,2011-03-19 16:21:19
157,4e199df9-8d85-4ea7-bbe0-bbd636d8525a,18d780e8-1a52-4754-bf6c-95de2d4c498a,54,2,1992-05-26 02:03:10
158,97a9c2e7-2e4e-445e-a38f-76df0d63109a,84a64bfa-5786-47fc-92dd-6682a8068da5,88,2,2011-05-03 03:41:37
159,07966f09-641d-40aa-b628-91b6ce925b7c,06bbaba8-c872-46a4-923b-748ad9883bdb,74,3,2001-10-07 12:03:09
160,46472a49-0b93-4e34-92b9-0ad5c2f14d41,b0258a99-5aab-4136-8fed-19f47ef560c7,90,2,2018-08-03 16:17:03
161,3ce252c6-6b96-4a03-a7ad-916ff78d8e23,5993031f-2cbe-45af-8b54-0545891cefdc,89,4,2010-02-10 08:27:30
162,e5401cb2-24d7-4982-af1e-048474409cbb,ee19273e-9d06-4011-b17b-dbaf753b5f15,40,1,1982-01-20 11:07:20
163,dde0ef08-873f-4324-88a3-11cb6e3468d0,8f4a18e7-be87-458b-bdf4-b5a11bf6dd06,66,5,1987-12-28 04:24:53
164,35f25cd8-63d4-406f-acd5-e162a6de6284,0f6b110e-bcdf-49cb-9d71-228877b7b4a7,98,5,1980-08-26 14:32:00
165,475a3b4d-8cfc-429b-b3b8-90c2f6135b38,e827d912-e126-47d1-b4cb-c6e02eb1c14a,97,5,1989-12-19 03:45:56
166,bb1b1260-1cc6-4824-ae0e-41fa8c4517c5,94e8ee3f-47c7-48b9-bbc2-550779bffee1,52,5,1999-07-06 12:52:00
167,6b7b2ae2-7ed4-4ee1-9776-fbcc3ff5864d,bca2601d-af7c-4ebd-b585-59810ee1d341,19,3,1972-12-12 04:06:29
168,f83ee735-037f-45c8-a201-be49733cfc81,7f7cc854-cffb-472f-bac3-2191457fe150,38,5,1972-01-08 23:16:24
169,1fd265c2-4b8e-49a8-a09f-967933972028,da690a54-c99e-4471-8dd6-45d5496ffb6d,56,2,1999-11-17 21:49:12
170,5a9c51ea-6074-4598-a107-0e82f2f7528e,cdb45c5c-a7f6-44ac-8912-6d09020d29a4,18,3,1993-01-06 23:43:30
171,5cad3ba3-c81c-40b6-9e51-c2256bbc94fe,faff1075-3045-4ca6-9428-c24fc47fd1bb,89,3,1978-09-28 11:52:56
172,3c5b8037-5bf1-48e3-b9b7-20c4ede7099f,d97d6d05-5564-46b0-a124-c6fc64b39689,90,4,2022-10-27 02:44:06
173,466449f5-5f59-4a46-bee4-0fea4c3fa3a3,04bf1921-67b3-4f6e-ad7e-9b74a084f25a,53,1,2007-01-17 19:06:57
174,95368a84-cbfb-4bfa-8492-c3cb78bd4d6b,394d2663-733d-4395-84f3-a7243d63e771,58,1,2010-07-09 17:11:01
175,1ff0b5da-7591-4182-9ceb-ad2a35752220,6035078b-c086-4d16-9eb8-41df0e19c8b7,59,4,1990-01-25 21:30:24
176,2a26e0c3-82a4-4889-a445-22a3395e0ca1,06186c3f-3185-4cf3-9619-6d0726c095f3,60,4,1992-04-28 04:30:16
177,2b29edf4-dbac-42b1-a94e-031c16db8862,a0f91afa-a3f5-4f10-b93a-7bc3afbf82e6,64,5,2003-01-02 19:13:39
178,7b6e9186-e1c6-4e4b-9915-6b988270e8f9,e11635ae-f1e2-4b8e-b7e6-5470def64dbe,31,3,1989-01-09 21:55:59
179,4385da6e-cf66-4870-ba2b-7953ea8644d6,40cfae1b-92e4-4103-825d-7042c107500b,26,2,2001-10-31 21:33:45
180,fbbb8b27-783f-43ec-af0d-1697202edc0f,a5c362e0-9475-4308-9ecc-1f0e738fcaa4,73,2,2020-01-26 04:10:08
181,1cb807ed-09c7-4069-8aea-c93ef6633673,e1ab434d-8a25-46e6-9a89-76a376470557,47,4,1994-04-03 17:42:52
182,5d00aa95-b5ea-4414-9ab6-c0853262f295,be7214d9-4c10-4f53-84e4-6b14a0763f07,38,5,1984-12-18 17:25:22
183,efd544ca-6785-4bdc-ad62-26c8c46a7cce,dbf426b2-081c-4d85-ad2e-4e0c3bf06ac3,65,2,1972-09-19 15:41:28
184,0d4878e8-61a4-4548-b277-9b832781545f,c6a23973-2307-4e4f-97ba-2d0d42c30892,94,3,2009-03-04 23:09:29
185,64318605-7645-444e-9671-5fbafc055601,2a08acd9-4925-4b29-a4e8-37a384a526a4,24,5,2003-05-12 15:32:03
186,93fd9e6d-113e-4430-8907-104b5f8e7ca6,5f9bf87f-17cf-45b3-a11e-7814bbaa3e06,49,3,1970-07-04 00:44:44
187,d760384e-8eae-4102-bd5e-5ab594187707,9d79e495-8f39-48b1-adac-315cea829609,24,1,1994-04-20 09:06:28
188,979b75d5-10f1-4190-8887-6b80fd9b9036,564f7d52-676c-4dd8-a37e-511529dff6d5,18,1,2011-08-14 10:27:19
